Column1,Column2,Column3
630,193,598
802,55,79
6,571,58
933,128,72
258,764,907
252,519,774
797,153,839
868,735,528
392,890,864
519,743,400
744,90,902
516,599,190
529,4,891
749,455,836
812,120,54
254,2,574
529,538,74
919,977,591
6,396,719
749,244,823
968,509,382
527,28,524
27,35,554
511,987,508
980,808,338
927,483,595
101,213,523
272,600,80
252,666,613
984,900,811
1,603,229
267,210,456
124,532,167
501,626,180
103,807,739
262,888,222
927,114,661
20,198,405
86,457,233
99,962,982
963,155,382
328,326,417
511,486,292
980,980,332
222,533,370
988,430,40
126,75,383
317,857,891
141,945,585
307,407,442
171,868,13
70,274,144
62,384,377
126,811,883
720,523,948
351,428,16
708,93,666
783,218,613
304,399,530
250,797,395
462,815,228
453,994,400
116,285,956
760,810,254
839,394,795
881,209,939
633,731,757
169,746,213
272,117,182
979,329,388
480,713,574
537,837,496
770,911,677
36,264,618
479,285,336
79,235,783
11,837,340
808,257,829
572,852,63
798,271,359
45,955,642
981,569,159
338,440,148
932,958,564
585,704,680
63,532,778
807,597,897
587,383,443
691,887,230
294,652,764
400,644,7
292,956,577
869,218,291
975,998,877
318,802,459
844,852,435
305,975,451
432,666,937
131,985,423
26,310,463
677,567,136
489,233,270
712,804,157
603,423,337
713,249,766
401,95,793
852,564,724
148,340,350
764,353,729
307,601,210
559,81,735
30,1000,839
579,910,809
143,745,378
856,864,955
451,194,126
166,992,587
352,450,173
571,426,799
22,932,61
418,341,718
659,197,491
535,464,22
179,504,261
546,164,736
189,650,837
359,140,6
361,116,882
974,981,923
587,326,447
259,841,437
386,690,374
357,228,68
38,403,996
261,642,325
303,163,564
659,351,527
477,271,692
554,66,493
390,796,307
956,616,131
404,884,255
705,784,693
91,375,349
344,879,6
540,983,876
607,998,403
612,544,48
41,897,174
355,624,576
515,980,788
942,659,980
602,542,816
869,69,911
691,898,716
927,276,188
196,253,214
442,199,159
524,794,136
512,660,706
106,734,27
237,320,854
192,783,989
960,303,96
223,769,197
646,374,767
606,586,782
955,365,529
626,824,483
375,847,954
570,104,290
463,704,670
821,30,466
702,988,143
880,8,197
847,787,973
601,616,535
512,514,293
854,357,611
670,538,612
49,316,449
395,909,898
712,353,51
756,884,490
827,931,547
210,23,757
563,154,55
970,321,328
629,365,913
681,358,267
861,592,919
346,22,900
240,846,710
232,757,82
393,357,657
535,613,477
740,161,719
51,86,724
159,771,133
147,933,178
914,349,798
940,117,331
575,866,188
187,369,205
268,130,829
797,145,537
647,628,984
642,688,33
80,619,908
400,644,211
457,752,660
115,880,928
478,341,532
802,453,31
73,812,788
773,127,171
395,231,387
559,281,124
403,723,619
322,312,584
173,834,870
26,971,24
459,668,328
204,48,728
37,485,393
968,931,818
731,543,350
167,969,385
429,142,277
635,427,586
212,83,886
433,362,287
658,564,390
931,902,199
643,969,489
31,133,668
902,129,547
497,286,632
878,240,55
360,315,728
537,18,340
736,477,563
265,320,131
82,37,625
158,574,953
698,576,117
489,892,385
827,709,267
142,17,277
333,656,573
480,723,771
714,898,360
824,421,185
146,92,956
170,836,784
440,914,909
926,497,299
44,841,873
537,71,823
299,549,660
146,63,80
960,958,427
426,407,351
544,357,617
379,630,945
206,63,527
120,232,790
418,550,777
129,479,35
500,225,912
261,201,15
134,217,229
739,888,856
957,899,456
390,650,320
604,1000,199
770,936,538
357,255,168
322,747,516
222,543,810
14,21,960
749,576,907
590,521,212
811,765,296
738,728,96
161,595,624
659,374,836
446,207,116
878,708,462
210,97,153
106,530,198
128,283,700
497,154,749
490,187,692
993,541,162
310,600,1000
929,934,833
575,648,734
716,639,135
880,10,426
435,997,90
476,358,98
224,423,917
389,881,734
819,854,714
734,155,718
49,738,654
757,643,369
370,597,473
341,490,537
240,639,315
268,419,104
604,734,956
284,539,504
732,625,808
851,114,356
654,544,483
174,573,741
39,592,907
574,953,353
4,683,213
10,181,935
782,276,599
340,178,989
814,364,354
816,461,377
388,447,522
41,481,440
275,356,425
367,909,529
503,263,917
24,551,169
769,379,294
58,791,397
265,845,20
469,161,127
22,188,948
446,1000,268
763,90,109
17,899,672
744,928,333
723,503,543
662,470,25
76,502,570
733,573,189
367,444,984
533,635,736
363,965,675
849,750,622
31,584,130
604,702,546
309,60,672
699,478,717
780,513,48
871,467,673
911,363,622
20,886,60
542,352,36
463,936,167
293,190,125
231,572,781
691,772,716
383,901,173
700,111,766
88,217,392
695,46,258
334,732,962
615,508,337
823,108,130
202,269,462
947,651,384
212,649,254
977,478,551
904,306,472
532,272,55
284,113,676
8,317,885
569,672,669
299,633,222
636,684,877
920,24,300
548,322,619
855,259,894
883,915,74
294,125,121
54,440,88
296,982,884
938,37,661
634,133,907
405,977,114
651,131,950
608,76,215
360,13,9
926,982,537
903,656,29
715,19,817
367,142,259
684,847,571
161,901,791
410,555,964
378,26,146
601,998,740
618,324,440
39,372,624
906,923,822
22,812,219
617,947,888
665,300,521
704,515,405
403,600,36
999,103,985
36,513,418
574,434,898
17,986,690
779,140,66
398,323,783
897,428,769
60,743,100
668,383,416
277,404,875
809,341,294
510,685,183
727,949,845
549,320,324
742,455,107
678,139,987
418,342,56
168,948,538
902,956,49
381,839,496
509,571,702
939,887,626
577,361,117
710,3,699
497,787,950
553,573,488
373,89,31
724,915,54
328,609,705
736,695,84
254,470,64
344,386,979
318,972,701
693,820,843
223,421,529
977,41,477
215,207,762
202,794,994
777,170,143
438,552,779
423,168,992
905,655,696
936,475,146
606,451,800
772,472,368
423,633,638
512,532,992
254,174,800
936,609,402
349,468,53
529,270,266
561,964,206
912,520,973
383,997,660
670,564,452
526,851,793
24,695,835
745,498,336
674,664,375
407,369,45
32,84,424
511,409,956
225,393,248
300,585,310
318,671,831
213,112,240
578,960,161
43,529,991
553,925,643
32,428,771
510,195,181
664,464,575
374,340,667
8,435,371
780,729,426
263,236,212
274,761,46
27,540,224
831,753,770
458,438,426
197,568,864
257,57,565
400,798,857
951,394,902
118,373,266
924,601,366
153,783,655
853,439,150
335,621,241
71,824,531
397,553,739
2,441,255
92,36,441
544,508,783
458,590,817
658,911,222
787,697,583
4,542,859
645,6,288
570,812,445
857,796,268
195,903,590
849,923,425
46,910,584
121,530,28
290,348,455
566,840,352
736,943,749
255,678,282
478,635,294
4,838,728
124,378,262
978,942,692
441,53,247
93,790,89
678,953,308
685,880,428
449,201,428
874,664,202
527,707,78
764,202,295
417,505,917
223,256,379
858,966,455
694,918,847
682,541,985
240,363,713
21,501,855
177,804,413
861,635,158
736,57,244
889,876,47
380,95,272
968,196,642
805,881,355
697,484,108
223,749,687
522,782,692
340,294,946
972,31,791
133,862,589
688,702,605
251,808,555
546,319,11
555,346,660
365,973,681
456,709,649
621,579,932
318,433,254
570,988,609
207,922,791
441,147,403
805,578,186
159,968,448
686,361,91
412,694,334
604,439,338
256,261,256
719,338,742
312,328,925
877,401,269
716,70,457
600,676,108
3,277,120
508,920,287
454,215,44
704,257,547
684,840,186
582,911,484
41,262,795
793,315,197
292,243,741
842,47,742
753,613,872
39,700,128
898,500,91
747,750,465
311,18,908
185,843,589
686,695,859
34,992,44
1000,262,846
84,461,542
955,124,37
649,50,778
39,971,533
949,127,274
455,30,103
330,738,709
87,60,657
360,793,299
363,220,267
707,472,660
79,536,459
911,424,104
698,150,910
384,785,656
465,585,183
75,767,959
862,306,359
359,703,624
797,946,393
663,501,955
355,188,379
619,954,829
19,510,160
363,944,985
154,141,697
411,433,874
921,901,783
981,720,885
541,51,817
930,313,429
573,652,675
395,855,814
943,576,78
846,80,194
286,185,724
441,220,5
217,693,795
297,74,558
783,71,796
171,258,623
52,306,139
215,774,229
44,215,87
623,973,168
729,363,72
688,210,514
508,598,135
251,738,933
12,414,882
287,448,905
969,656,695
614,284,887
35,59,602
838,815,678
377,360,426
257,420,105
320,942,707
142,287,260
282,692,896
711,489,161
143,815,678
511,578,849
814,88,396
43,385,637
209,151,491
525,715,15
248,780,682
900,815,839
511,959,416
904,392,445
686,399,148
897,453,927
400,973,603
769,756,202
816,945,662
948,847,667
478,858,186
562,816,945
268,94,334
864,524,56
120,340,343
136,495,480
200,233,665
953,997,560
39,898,951
279,401,26
802,776,21
703,412,546
219,816,405
841,149,588
311,966,557
720,87,677
102,362,223
3,587,241
513,764,179
710,298,332
577,626,656
196,580,264
277,948,101
414,440,245
786,488,720
388,897,730
334,963,866
592,17,592
691,365,144
565,802,320
457,2,704
867,777,430
46,493,941
84,214,838
569,171,25
411,595,841
884,458,423
932,777,210
682,716,234
978,297,550
494,693,902
394,385,752
953,909,753
704,769,936
11,589,35
578,395,305
891,710,568
882,98,647
157,234,186
545,630,756
441,940,374
157,37,128
446,413,855
126,263,981
29,425,199
534,974,228
371,450,799
985,97,489
753,9,807
243,519,979
636,990,604
211,693,616
311,77,649
578,774,126
539,819,892
940,212,173
577,463,235
103,144,340
740,66,106
265,874,991
441,45,12
859,445,78
834,529,350
453,226,932
788,200,735
180,454,749
37,726,226
700,500,27
762,260,953
840,193,601
363,603,558
296,652,261
908,947,166
728,930,127
740,938,226
583,798,334
238,398,336
726,371,377
945,579,930
711,886,196
939,945,41
357,414,420
779,699,213
609,975,441
929,650,925
903,17,801
190,825,809
259,67,420
303,554,83
45,438,770
315,324,165
283,299,260
344,284,681
339,755,605
641,584,923
256,983,207
139,827,896
93,600,513
221,521,686
575,520,886
226,624,317
974,252,872
633,215,759
242,263,345
682,392,570
553,197,233
307,223,919
382,405,673
789,689,552
977,900,203
161,393,836
965,703,691
234,593,185
540,194,76
968,894,686
626,240,572
749,540,282
392,841,255
962,756,891
510,224,34
535,400,114
929,971,374
669,414,497
624,417,802
190,669,984
851,46,114
629,925,845
904,150,520
726,625,778
213,458,448
940,203,327
22,152,981
848,260,703
594,907,301
995,371,717
398,672,336
844,638,289
961,710,429
136,974,755
668,834,608
233,238,80
63,729,852
164,574,124
415,791,812
949,311,949
784,339,328
108,921,204
268,413,138
806,699,157
163,22,950
436,656,150
231,542,209
613,924,306
608,916,894
8,111,987
926,322,521
573,669,751
373,890,60
33,958,178
995,286,365
28,944,360
168,484,155
790,74,500
392,38,53
519,395,130
139,805,731
608,834,70
688,753,201
537,767,604
250,665,760
10,568,505
367,45,84
751,828,420
940,928,666
581,965,610
935,979,195
661,732,821
350,862,488
387,157,322
975,717,727
896,267,662
372,848,423
855,748,772
926,791,322
522,473,65
594,438,394
110,505,580
106,635,168
146,402,390
915,68,350
735,250,982
743,947,950
110,460,745
9,453,689
793,416,864
674,46,278
938,3,109
345,994,705
148,394,940
220,576,465
761,753,834
120,454,692
419,668,636
371,101,971
826,895,300
317,324,32
170,309,988
205,508,548
360,919,94
871,744,306
768,429,971
37,30,545
932,64,778
939,487,867
757,215,855
700,13,569
655,802,772
476,299,192
90,640,960
81,703,585
172,213,285
685,299,829
370,110,96
401,408,734
479,164,214
567,335,672
924,355,552
832,211,511
306,627,744
141,188,24
13,51,707
904,410,883
730,808,740
200,524,526
642,797,113
675,834,116
415,896,25
161,804,172
702,902,499
485,429,373
381,554,896
982,866,120
307,757,546
335,312,118
333,422,416
549,273,206
888,406,255
636,543,577
222,724,193
837,425,410
389,423,666
497,127,567
268,109,840
313,596,172
340,386,134
974,312,583
566,430,586
566,81,670
115,435,365
448,72,702
419,61,4
541,667,548
721,757,872
983,885,796
431,504,617
170,678,589
521,835,688
933,977,826
298,189,300
713,865,881
684,682,952
686,141,501
359,637,636
295,300,89
294,828,656
944,927,857
180,334,58
94,232,281
16,843,528
656,654,967
148,343,309
552,527,791
561,234,565
965,579,593
176,8,210
26,453,883
447,646,856
764,651,785
281,421,399
799,409,938
187,173,717
765,680,308
10,322,467
413,923,864
776,23,128
434,622,681
297,111,329
793,987,942
594,91,968
153,269,975
504,198,503
79,316,953
299,893,543
656,703,552
35,920,476
656,554,659
355,844,225
654,578,504
22,390,48
504,688,523
758,361,307
449,230,802
810,417,793
26,155,284
388,232,513
794,457,450
60,281,808
811,105,20
832,175,575
827,788,551
377,774,695
839,514,942
770,64,294
800,117,709
341,208,540
932,898,405
4,888,898
606,629,527
13,160,144
915,50,557
363,7,920
19,856,778
794,162,882
599,402,682
342,280,289
570,602,241
246,947,515
861,331,289
283,529,780
501,295,961
573,395,10
563,622,929
231,163,1000
551,27,106
476,618,244
366,737,968
492,416,362
137,53,834
38,821,248
695,952,749
730,265,599
643,426,39
913,197,974
933,19,740
635,231,813
112,249,949
743,113,145
258,71,183
572,8,288
315,971,975
846,342,528
505,861,746
907,552,920
744,739,662
336,609,357
650,255,800
572,711,222
792,803,146
351,678,874
738,472,300
910,875,897
305,437,244
955,868,174
248,553,416
460,368,674
899,918,456
828,695,197
795,351,628
721,944,949
803,506,401
442,951,206
525,680,23
635,261,281
622,9,157
455,585,110
362,308,535
301,2,531
849,585,362
483,141,237
438,593,487
963,638,23
525,583,44
386,872,357
457,222,77
319,773,984
661,831,650
659,427,62
411,865,537
762,51,202
299,360,988
462,663,645
419,967,223
35,746,654
261,868,163
251,155,187
730,704,643
861,70,621
116,956,634
760,572,384
686,836,179
872,727,86
937,181,602
130,197,643
680,687,344
821,50,855
303,621,906
256,412,829
865,236,509
334,517,380
6,925,638
462,108,72
479,650,261
745,393,12
538,182,15
131,285,515
990,219,58
192,320,206
322,970,380
635,685,131
248,416,461
14,645,301
323,604,949
865,980,414
120,216,344
301,208,151
187,659,491
38,564,843
426,319,273
380,279,925
993,344,924
854,76,491
657,423,457
495,689,294
597,244,890
85,67,38
350,607,986
455,183,369
128,472,729
36,778,229
673,816,777
670,694,188
136,382,609
619,777,309
866,450,247
736,128,406
782,772,257
167,32,90
826,784,506
571,327,193
12,672,36
106,793,583
490,219,150
467,359,535
166,232,113
425,277,224
550,498,211
700,344,342
478,140,421
583,129,565
39,604,36
176,351,615
719,469,132
388,787,91
716,386,4
695,27,370
196,584,57
92,532,994
40,461,803
291,493,839
728,294,751
676,507,442
926,875,991
676,360,110
126,952,364
111,224,21
532,591,379
745,481,960
764,76,275
755,538,754
336,39,785
786,640,405
9,728,661
668,171,732
725,858,568
732,402,697
695,780,857
4,779,793
546,520,723
456,414,804
790,207,830
327,138,879
239,203,270
492,167,160
393,218,194
913,596,14
102,814,270
153,666,839
399,743,422
109,798,919
985,101,566
624,80,952
103,269,969
557,680,494
753,82,676
67,180,507
449,153,799
302,867,15
238,297,596
402,158,572
959,134,253
479,727,137
232,236,617
83,660,426
329,863,819
803,886,234
856,176,331
556,745,578
560,377,593
476,478,586
601,330,136
300,409,161
178,951,281
739,128,973
213,394,782
202,550,786
24,26,789
263,910,928
881,997,824
384,993,346
587,6,963
592,949,353
314,523,864
549,793,215
776,733,897
58,385,89
401,759,641
753,738,993
880,587,876
48,722,523
957,504,179
725,951,17
65,662,556
549,91,573
569,850,391
348,82,567
649,281,732
939,175,573
695,19,180
396,138,356
148,897,600
330,779,19
597,684,810
223,592,768
798,176,977
274,391,193
150,256,136
733,598,391
548,605,185
297,883,13
957,965,254
321,207,561
214,791,388
968,854,402
596,25,68
507,473,399
91,840,407
471,404,498
649,764,550
166,875,285
17,40,774
387,23,812
305,978,880
49,691,604
172,344,491
147,722,278
938,802,635
120,25,146
500,782,153
708,48,266
599,829,777
533,37,294
784,82,707
704,752,218
245,199,394
524,120,568
239,563,303
955,320,872
176,85,189
420,902,177
784,697,345
337,948,715
239,912,407
80,814,869
443,704,235
851,369,268
501,268,621
748,406,784
432,971,264
705,536,944
220,197,868
902,748,475
411,667,748
276,7,74
345,682,441
619,470,252
749,724,963
826,380,705
351,873,611
835,282,15
142,532,962
628,810,470
959,941,218
863,18,593
438,302,934
663,139,140
118,305,69
265,766,874
786,497,696
944,54,905
724,387,449
439,158,231
296,6,502
477,330,177
970,679,475
723,373,216
674,771,651
567,3,638
619,413,244
980,376,273
707,482,558
649,369,153
168,940,506
418,320,722
913,769,535
476,866,857
391,965,828
847,57,131
299,762,79
83,32,192
919,722,717
293,626,779
533,857,570
325,639,944
827,499,597
976,749,503
281,906,977
71,32,116
387,160,883
915,181,830
142,788,366
41,429,823
934,122,837
294,465,109
973,791,643
728,874,144
247,38,489
495,30,662
9,793,706
816,119,871
548,864,697
657,33,692
449,850,685
75,890,63
300,217,975
154,845,223
651,91,392
624,712,873
817,519,304
262,993,609
909,434,486
826,723,201
525,214,761
30,827,930
24,631,80
361,337,520
918,462,399
93,888,315
463,93,289
554,901,329
561,876,361
295,45,908
111,216,140
708,365,705
608,16,308
5,66,474
265,90,409
452,993,662
393,474,90
387,582,21
920,516,787
276,837,367
929,523,637
204,995,193
34,440,835
922,858,554
917,493,479
181,788,317
196,370,604
271,359,331
597,715,676
142,348,649
217,70,322
679,664,130
677,195,742
567,127,351
819,433,689
749,31,932
336,794,467
577,361,854
118,897,208
884,25,14
94,548,267
598,820,28
527,740,425
926,663,35
542,384,132
951,223,84
223,824,600
820,462,117
388,200,557
270,971,378
315,985,521
171,481,255
717,574,731
941,730,341
202,530,450
314,812,910
382,681,985
12,365,738
498,792,475
65,434,405
846,148,156
142,568,996
619,817,852
601,610,244
961,788,873
984,349,144
860,473,959
695,258,355
611,395,282
210,650,36
94,43,735
30,420,122
588,35,26
412,696,110
496,811,626
751,316,943
146,606,436
32,944,703
228,53,676
546,50,987
719,463,239
272,452,58
368,218,113
126,346,383
351,690,523
193,973,731
471,50,915
745,462,162
108,290,231
210,408,47
326,872,866
9,679,992
579,391,492
214,398,937
613,431,125
907,163,722
304,279,172
376,678,417
25,265,161
402,903,963
998,113,488
46,496,577
774,337,37
455,428,625
100,614,401
740,984,228
754,128,986
481,747,778
609,385,755
477,660,614
465,118,293
938,521,637
259,706,487
219,147,396
566,281,246
270,294,740
500,470,163
545,963,746
447,307,353
27,30,777
844,969,626
930,417,255
246,237,746
10,946,775
381,702,135
432,110,113
7,796,744
893,982,965
993,16,785
724,163,137
978,883,328
75,334,6
688,381,50
980,826,905
998,15,776
788,782,266
391,930,66
642,793,799
598,767,910
766,116,245
306,344,361
220,684,111
788,659,962
7,296,899
494,561,29
763,253,964
375,189,594
478,471,950
365,398,625
171,829,230
242,11,343
583,705,899
778,322,826
195,210,359
540,204,901
271,392,605
430,404,985
436,114,731
706,219,851
392,151,173
715,217,470
735,853,490
908,303,873
251,65,726
757,927,922
103,622,705
601,19,46
671,857,180
47,405,314
983,926,559
950,229,992
447,477,51
178,195,488
190,103,606
873,70,561
961,405,183
80,937,406
106,867,803
704,85,83
219,160,532
393,766,102
728,935,131
653,510,95
293,789,870
369,107,245
844,570,431
14,783,466
546,844,563
929,560,343
923,643,761
227,672,561
106,255,912
572,775,172
218,942,421
887,809,337
950,777,128
96,127,741
144,283,435
136,331,679
973,470,747
531,467,521
959,60,514
52,876,602
48,624,436
48,979,379
24,613,376
657,163,829
421,421,804
549,2,579
646,313,181
54,847,5
584,837,353
201,715,631
15,578,1
400,305,834
978,699,735
23,64,777
429,507,692
348,682,727
241,687,170
311,781,984
65,649,570
606,787,70
740,280,155
447,28,631
566,513,31
764,36,263
396,703,408
817,935,766
39,771,207
889,979,85
99,698,144
969,541,574
861,218,556
999,23,175
147,336,130
173,853,465
359,419,971
492,469,928
38,479,749
515,869,887
337,818,244
240,978,13
354,630,414
845,252,553
126,212,174
742,203,670
346,566,874
864,12,785
956,668,188
665,637,663
429,526,652
464,774,710
304,611,757
490,716,127
387,702,896
646,664,343
701,357,53
247,612,962
496,861,779
562,805,402
443,737,639
528,434,976
66,56,480
35,341,569
406,204,285
605,952,782
548,139,243
441,247,689
367,834,270
497,715,207
762,586,648
455,936,772
193,556,904
280,537,755
274,518,553
178,178,564
179,949,524
706,397,299
487,711,398
283,144,543
680,527,255
248,378,348
204,943,330
251,607,802
465,668,96
533,67,138
592,205,37
179,773,587
382,974,386
878,345,26
111,274,187
158,384,976
201,236,996
202,831,621
928,557,594
226,575,671
987,98,157
20,791,83
916,365,289
976,721,548
889,755,638
322,987,720
946,967,550
358,948,1000
122,639,603
749,976,253
976,644,83
512,134,957
764,905,603
397,429,947
152,885,423
591,667,83
149,161,779
77,611,108
768,977,415
213,445,691
728,637,582
632,218,207
931,580,862
626,456,571
692,187,463
724,88,74
161,592,239
437,134,251
18,808,467
176,527,933
825,885,407
361,317,306
920,138,852
917,845,628
856,32,818
511,959,86
931,574,104
509,38,83
532,816,109
263,392,542
1,640,498
963,302,494
82,918,834
355,461,858
296,236,242
708,212,89
166,987,873
954,278,443
491,524,27
598,39,276
293,675,897
699,436,526
513,148,958
920,241,116
166,630,30
104,649,147
69,21,706
364,285,640
171,522,484
675,624,676
214,141,534
58,455,626
821,654,995
557,447,246
674,811,321
76,11,633
664,121,23
655,398,418
263,719,745
53,90,556
604,145,159
683,455,120
610,74,231
714,223,64
960,225,515
825,990,810
340,855,13
327,200,529
892,774,999
137,753,725
457,98,105
914,296,638
946,494,210
485,230,182
811,346,685
728,550,541
181,530,752
196,233,691
982,393,829
183,570,944
442,507,156
529,586,982
201,367,648
944,238,695
880,634,427
235,289,52
153,438,141
11,693,72
142,596,922
725,33,168
741,733,392
950,889,744
749,785,149
701,940,225
15,361,270
950,446,662
982,790,750
969,689,232
727,322,331
645,316,25
1000,572,671
809,635,611
792,296,829
725,183,147
880,895,994
101,896,864
768,498,509
429,30,501
238,201,56
458,48,850
890,801,301
164,505,674
21,857,439
820,78,426
459,49,708
932,541,396
637,361,360
760,591,264
408,835,529
77,858,741
267,966,952
996,378,924
807,871,548
279,227,967
503,928,555
535,74,403
557,110,163
591,249,701
461,404,118
407,543,574
271,28,935
958,905,290
603,141,906
6,471,857
726,864,497
96,8,153
58,448,51
186,420,736
675,59,904
550,349,383
849,465,246
425,69,154
315,221,350
65,611,116
217,978,6
280,501,308
321,128,424
756,588,925
700,790,432
613,579,814
502,405,71
860,436,799
679,2,652
488,240,265
638,87,607
847,87,8
61,731,848
989,29,483
49,372,308
606,909,805
64,241,275
251,354,608
740,940,703
299,185,377
800,994,393
177,5,77
637,590,644
25,437,181
337,623,276
660,290,511
460,384,127
577,991,644
746,804,39
793,243,665
984,895,415
839,619,134
240,957,916
892,385,321
807,21,898
604,633,439
980,750,54
525,860,77
737,245,507
883,493,38
21,737,931
292,936,453
59,532,974
251,961,652
397,694,401
86,871,374
566,745,83
722,366,545
458,778,188
108,411,119
243,658,819
694,318,815
407,182,757
517,371,661
725,224,118
517,52,639
440,215,599
376,389,217
677,903,619
237,834,121
290,36,849
45,547,192
213,609,804
18,159,287
944,59,179
404,326,49
541,608,177
689,57,732
260,225,197
869,503,691
204,57,39
441,327,768
789,311,434
382,676,630
652,56,338
967,342,175
200,27,781
6,597,400
95,885,742
820,937,913
701,534,697
449,182,386
467,47,848
910,420,497
841,456,689
516,272,795
193,225,692
710,955,711
25,850,414
9,580,171
416,472,75
851,511,966
465,595,813
213,909,185
996,640,519
211,570,554
984,835,483
390,388,379
14,37,752
255,412,699
608,361,753
159,473,106
532,96,942
660,246,613
350,519,168
501,107,154
585,501,294
60,424,926
709,59,938
424,576,1
311,787,331
167,91,925
813,44,926
821,360,657
258,250,715
203,356,358
151,829,674
862,524,176
280,354,942
238,694,123
956,647,431
346,355,226
600,866,242
749,567,774
770,40,22
916,156,575
754,504,7
11,670,898
344,544,934
826,541,656
962,797,416
693,329,921
94,226,347
203,596,713
891,502,622
600,4,709
24,548,1000
788,507,319
838,859,369
108,583,635
935,891,230
253,997,327
459,306,394
565,293,413
353,108,787
892,493,205
644,535,552
595,718,41
100,96,155
972,731,665
699,34,214
795,463,509
751,76,799
681,404,500
75,205,247
878,113,292
132,285,11
273,724,768
380,707,619
904,805,230
589,787,306
574,401,309
200,36,750
819,652,242
19,632,200
549,971,5
578,995,335
815,829,487
307,681,620
477,193,745
212,135,68
447,121,336
242,460,778
451,558,144
114,977,620
16,566,11
78,374,657
621,791,180
192,534,869
723,670,95
879,985,583
337,663,643
930,111,516
710,350,841
65,106,791
126,419,282
689,12,357
987,369,599
989,608,755
959,618,833
509,815,642
340,559,335
398,292,492
347,627,370
492,141,387
356,962,447
22,310,730
166,163,374
357,481,35
721,214,712
565,203,470
37,702,304
384,158,365
396,225,980
280,182,549
319,454,726
79,510,22
44,93,162
350,936,907
104,992,636
554,793,485
266,530,726
683,170,939
285,820,312
64,997,589
215,1,130
170,926,178
162,838,880
209,651,535
577,312,752
881,726,904
111,658,1000
536,942,349
897,939,623
705,523,317
537,963,15
206,500,340
624,361,659
107,333,693
472,714,637
329,429,965
963,36,706
491,2,635
24,319,691
813,413,809
840,448,174
660,14,894
389,761,737
473,972,797
884,94,485
952,813,455
71,283,573
642,925,93
397,273,961
167,221,298
106,644,525
558,908,434
312,376,801
529,170,690
746,250,558
564,176,10
719,616,714
378,516,982
226,653,133
66,958,130
656,515,810
547,697,895
830,722,163
170,497,659
668,787,104
174,150,542
634,116,869
304,661,752
37,865,971
959,140,393
233,451,975
764,772,422
937,921,807
815,652,96
285,769,327
173,948,489
861,285,360
344,374,438
298,815,327
442,861,438
11,1,437
649,943,131
543,289,451
443,313,19
74,523,225
328,91,50
127,378,164
232,303,292
12,118,951
668,124,284
384,906,880
771,107,491
484,638,845
321,557,264
211,314,736
438,682,692
363,956,47
897,8,383
826,685,322
886,138,671
519,208,921
766,9,87
57,416,418
724,676,16
477,785,898
293,45,153
341,444,352
91,341,290
488,80,791
418,318,907
745,137,147
3,561,355
376,510,540
1,108,790
954,838,907
464,827,883
893,150,147
403,504,959
318,832,888
966,190,242
220,736,687
408,89,521
733,475,269
593,661,592
874,314,610
856,213,282
50,375,45
747,89,693
580,988,349
345,244,538
220,114,949
680,119,619
305,181,472
788,1,356
921,395,100
429,683,997
629,51,810
781,652,897
770,233,422
508,489,639
702,104,569
39,512,423
206,991,259
57,359,758
10,493,418
866,3,18
566,180,705
279,563,38
694,519,1
266,60,45
699,428,803
258,718,616
664,829,708
746,740,448
725,843,739
608,75,437
64,104,362
465,528,901
763,423,335
713,276,884
782,683,250
622,821,72
178,516,360
710,402,997
300,361,4
248,236,763
338,204,314
563,786,979
48,841,389
809,38,627
931,40,791
115,983,745
911,898,316
416,692,175
307,100,889
248,411,453
376,778,915
573,837,111
967,116,67
23,244,838
301,791,425
104,474,233
292,518,791
587,224,718
697,238,852
844,604,297
355,440,188
306,135,155
745,129,470
430,47,832
984,639,672
233,845,785
439,706,956
603,200,331
186,332,891
190,892,286
500,529,126
185,306,60
755,547,846
864,348,818
62,430,666
467,740,859
425,275,584
869,988,816
245,206,573
403,611,924
550,356,870
440,606,136
508,427,124
212,704,181
133,58,27
435,489,625
573,537,1000
250,713,80
849,363,347
136,509,400
975,179,418
901,808,765
526,874,224
810,581,350
219,522,4
715,236,390
194,466,371
188,889,760
388,58,846
697,556,605
8,474,189
652,932,531
605,668,930
39,311,269
717,448,773
473,976,767
19,989,953
44,392,971
838,469,545
30,565,667
360,307,829
449,265,375
493,260,561
862,743,232
472,544,681
757,486,316
660,126,675
897,710,434
824,533,541
853,194,780
680,530,78
766,219,896
793,364,436
26,499,58
988,641,236
804,20,550
112,55,245
295,726,891
776,740,566
372,256,946
522,565,15
458,682,496
615,810,22
905,818,420
764,67,309
108,636,857
602,712,144
935,194,527
684,857,934
599,577,418
568,675,647
593,441,196
55,421,397
609,901,702
805,579,928
940,153,640
506,973,585
16,210,130
201,96,783
495,672,1000
648,480,267
755,507,757
24,164,130
682,519,317
310,607,966
996,472,671
84,946,18
343,726,970
172,662,188
51,424,577
265,974,617
439,486,465
112,607,785
422,426,911
611,298,4
824,627,627
283,187,495
758,298,528
997,220,231
236,913,529
918,948,422
55,305,544
382,3,990
304,619,947
545,695,36
697,848,919
84,229,47
918,275,532
476,689,896
324,791,291
198,107,373
561,781,849
528,409,175
915,397,765
626,932,974
707,662,138
17,547,706
747,251,504
863,96,384
945,200,317
468,689,256
793,236,369
574,13,768
669,835,275
398,899,67
492,484,448
434,748,197
